# File gti_17511.dat
# Created Thu Oct 27 11:37:21 2016
#
# This file lists the good time intervals (GTIs) for RXTE/PCA and 
# INTEGRAL/JEM-X observations of IGR J17511-3057 during the 2009 outburst.
#
# Columns are:
#   minbar-obs ID number, MJD start, MJD end
#
 26361 55097.68627 55097.70291
 26362 55098.05823 55098.07793
 26362 55098.12360 55098.14756
 26363 55098.52164 55098.55305
 26364 55098.87738 55098.87995
 26364 55098.90828 55098.91886
 26364 55098.97384 55098.98830
 26365 55099.30064 55099.33768
 26365 55099.36620 55099.40323
 26365 55099.43157 55099.46590
 26365 55099.46738 55099.46860
 26366 55099.49691 55099.53395
 26366 55099.56228 55099.59932
 26367 55100.28161 55100.28282
 26367 55100.28286 55100.31865
 26367 55100.34698 55100.38402
 26368 55100.41240 55100.44944
 26368 55100.47777 55100.51481
 26368 55100.54333 55100.58018
 26368 55100.60870 55100.61182
 26368 55100.62738 55100.64573
 26368 55100.67407 55100.67775
 26368 55100.70015 55100.71101
 26368 55100.73953 55100.74460
 26368 55100.76904 55100.77638
 26368 55100.80490 55100.81053
 26368 55100.83775 55100.84175
 26368 55100.87027 55100.87775
 26369 55100.90590 55100.90726
 26369 55100.93559 55100.94738
 26369 55101.00097 55101.01756
 26369 55101.06652 55101.08719
 26369 55101.13189 55101.15664
 26369 55101.19726 55101.22701
 26369 55101.26263 55101.29967
 26369 55101.32800 55101.36504
 26370 55101.68015 55101.69198
 26370 55101.72032 55101.72460
 26370 55101.74886 55101.75735
 26370 55101.78569 55101.79034
 26370 55101.81756 55101.82272
 26370 55101.85124 55101.85902
180962 55101.54244 55101.54994
180963 55101.55099 55101.57214
180964 55101.57421 55101.59431
180965 55101.59587 55101.61649
180966 55101.61810 55101.63866
180967 55101.64069 55101.66084
180968 55101.66282 55101.68302
180969 55101.68437 55101.70328
180970 55101.70637 55101.74650
180971 55101.74791 55101.78811
180972 55101.78958 55101.82972
180973 55101.83106 55101.87133
180974 55101.87337 55101.91293
 26371 55102.24360 55102.28046
 26371 55102.30897 55102.34583
180975 55101.91486 55101.95454
180976 55101.95663 55101.99616
180977 55101.99755 55102.03469
180977 55102.03481 55102.06322
180978 55102.14802 55102.18811
230463 55102.19005 55102.22970
180979 55102.23107 55102.28492
180980 55102.28690 55102.28845
180980 55102.28862 55102.32650
180981 55102.32858 55102.36839
180982 55102.37034 55102.40999
 26372 55102.65997 55102.67296
 26372 55102.70129 55102.70441
 26372 55102.72867 55102.73833
 26372 55102.76666 55102.77015
 26372 55102.79740 55102.80370
 26372 55102.83203 55102.83886
180983 55102.41192 55102.45160
180984 55102.45303 55102.46401
 26373 55103.22439 55103.26143
 26373 55103.28995 55103.32680
 26374 55103.63978 55103.65374
 26374 55103.68226 55103.68423
 26374 55103.71535 55103.71911
 26374 55103.74763 55103.75071
 26374 55103.77738 55103.78467
 26374 55103.81300 55103.81738
 26375 55103.84534 55103.84999
 26375 55103.87851 55103.88830
 26375 55103.91349 55103.91536
 26375 55103.94388 55103.95793
 26375 55104.00925 55104.02664
 26376 55104.46696 55104.50400
 26377 55104.82534 55104.83091
 26377 55104.85943 55104.86830
 26377 55104.89330 55104.89628
 26377 55104.92480 55104.93775
 26378 55105.44886 55105.44910
 26378 55105.44915 55105.48488
 26378 55105.52877 55105.55025
 26378 55105.59969 55105.61562
 26378 55105.66904 55105.68117
 26379 55105.80524 55105.81190
 26379 55105.84024 55105.84812
 26379 55105.87312 55105.87727
 26379 55105.90579 55105.91487
180985 55105.88034 55105.88115
180985 55105.88169 55105.89196
180986 55105.89396 55105.91415
180987 55105.91619 55105.93633
180988 55105.93768 55105.95850
180989 55105.96026 55105.98068
180990 55105.98220 55106.00297
180991 55106.00470 55106.02514
 26382 55106.36341 55106.40044
 26382 55106.42896 55106.46581
 26386 55107.40989 55107.44026
 26387 55107.62867 55107.64305
 26388 55108.21145 55108.23152
 26388 55108.26004 55108.29689
 26388 55108.32541 55108.36226
 26392 55109.17541 55109.21245
 26392 55109.24078 55109.27782
 26392 55109.30634 55109.34319
